generation,best,average,best_value,average_value
0,482,474.767,482,474.767
1,484,475.933,484,475.933
2,484,478.6,484,478.6
3,484,477.533,484,477.533
4,484,478.667,484,478.667
5,487,479.533,487,479.533
6,487,480,487,480
7,487,480.833,487,480.833
8,487,479.2,487,479.2
9,487,478.067,487,478.067
10,487,477.9,487,477.9
11,487,479.3,487,479.3
12,487,479.967,487,479.967
13,487,477.967,487,477.967
14,487,478.333,487,478.333
15,487,478.667,487,478.667
16,487,478.233,487,478.233
17,487,478.533,487,478.533
18,487,478.8,487,478.8
19,487,479.433,487,479.433
20,487,478.5,487,478.5
21,487,478.133,487,478.133
22,487,478.733,487,478.733
23,487,478.667,487,478.667
24,487,477.833,487,477.833
25,487,479.233,487,479.233
26,487,478.367,487,478.367
27,487,478.733,487,478.733
28,488,480.8,488,480.8
29,488,480.533,488,480.533
30,488,479.7,488,479.7
31,488,479.333,488,479.333
32,488,480.1,488,480.1
33,488,479.733,488,479.733
34,488,480.533,488,480.533
35,488,479.6,488,479.6
36,488,480.033,488,480.033
37,488,479.3,488,479.3
38,488,479.633,488,479.633
39,488,480.767,488,480.767
40,488,480.167,488,480.167
41,489,481.367,489,481.367
42,489,480.6,489,480.6
43,489,479.767,489,479.767
44,489,480.367,489,480.367
45,489,479.367,489,479.367
46,489,480.7,489,480.7
47,489,479.3,489,479.3
48,489,479.867,489,479.867
49,489,480.233,489,480.233
50,489,480.133,489,480.133
51,489,480.733,489,480.733
52,489,480.567,489,480.567
53,489,480.833,489,480.833
54,489,480.667,489,480.667
55,490,481.5,490,481.5
56,490,482.233,490,482.233
57,490,482.533,490,482.533
58,490,482.733,490,482.733
59,490,482.433,490,482.433
60,490,480.4,490,480.4
61,490,482.1,490,482.1
62,490,481.3,490,481.3
63,490,481.7,490,481.7
64,490,481.1,490,481.1
65,490,481.867,490,481.867
66,490,480.633,490,480.633
67,490,481.233,490,481.233
68,490,480.567,490,480.567
69,490,479.333,490,479.333
70,490,479.6,490,479.6
71,490,480.7,490,480.7
72,490,480.033,490,480.033
73,490,480.7,490,480.7
74,490,480.5,490,480.5
75,490,479.667,490,479.667
76,490,479.833,490,479.833
77,490,480.8,490,480.8
78,490,481.167,490,481.167
79,490,480.933,490,480.933
80,490,481.333,490,481.333
81,490,480.033,490,480.033
82,490,481.5,490,481.5
83,490,481.8,490,481.8
84,490,481.333,490,481.333
85,490,481.1,490,481.1
86,490,481.3,490,481.3
87,490,480.267,490,480.267
88,490,480.033,490,480.033
89,490,480.5,490,480.5
90,490,480.133,490,480.133
91,490,481,490,481
92,490,480.267,490,480.267
93,490,480.533,490,480.533
94,490,479.467,490,479.467
95,490,479.067,490,479.067
96,490,478,490,478
97,490,478.9,490,478.9
98,490,478.233,490,478.233
99,490,479.667,490,479.667
100,490,479.167,490,479.167
101,490,479.4,490,479.4
102,490,480.3,490,480.3
103,490,479.267,490,479.267
104,490,480.1,490,480.1
105,490,478.8,490,478.8
106,490,478.933,490,478.933
107,490,479.5,490,479.5
108,490,479.467,490,479.467
109,490,478.5,490,478.5
110,490,480.433,490,480.433
111,490,481.133,490,481.133
112,490,481.433,490,481.433
113,490,480.6,490,480.6
114,490,480.067,490,480.067
115,490,482.333,490,482.333
116,490,481.033,490,481.033
117,490,479.733,490,479.733
118,490,481.367,490,481.367
119,490,480.833,490,480.833
120,490,480.367,490,480.367
121,490,482.067,490,482.067
122,490,481.867,490,481.867
123,490,482.767,490,482.767
124,490,481.767,490,481.767
125,490,481.133,490,481.133
126,490,481.1,490,481.1
127,490,480.733,490,480.733
128,490,481.833,490,481.833
129,490,483.033,490,483.033
130,490,483.233,490,483.233
131,490,480.8,490,480.8
132,490,480.8,490,480.8
133,490,482.2,490,482.2
134,490,482.033,490,482.033
135,490,482.967,490,482.967
136,490,483.433,490,483.433
137,490,483.6,490,483.6
138,490,483.967,490,483.967
139,490,483,490,483
140,490,483.433,490,483.433
141,490,482.7,490,482.7
142,490,481.867,490,481.867
143,490,481.367,490,481.367
144,490,482.6,490,482.6
145,490,481.667,490,481.667
146,490,481.9,490,481.9
147,490,481.833,490,481.833
148,490,483,490,483
149,490,484.967,490,484.967
150,490,483.433,490,483.433
151,490,483.333,490,483.333
152,490,484.167,490,484.167
153,490,483.8,490,483.8
154,490,484.967,490,484.967
155,490,484.533,490,484.533
156,491,484.867,491,484.867
157,491,484.833,491,484.833
158,491,485.5,491,485.5
159,491,484.833,491,484.833
160,491,485.367,491,485.367
161,491,485.4,491,485.4
162,491,481.867,491,481.867
163,491,482.433,491,482.433
164,491,480.467,491,480.467
165,491,480.5,491,480.5
166,491,480.567,491,480.567
167,491,480.167,491,480.167
168,491,480.133,491,480.133
169,491,480.3,491,480.3
170,491,480.4,491,480.4
171,491,481.267,491,481.267
172,491,481.233,491,481.233
173,491,478.8,491,478.8
174,491,478.067,491,478.067
175,491,479.7,491,479.7
176,491,481.067,491,481.067
177,491,479.867,491,479.867
178,491,481,491,481
179,491,479.5,491,479.5
180,491,480.533,491,480.533
181,491,480.967,491,480.967
182,492,481.133,492,481.133
183,492,481.8,492,481.8
184,492,482.5,492,482.5
185,492,482.4,492,482.4
186,492,482.167,492,482.167
187,492,481.9,492,481.9
188,492,481.2,492,481.2
189,492,481.933,492,481.933
190,492,480.7,492,480.7
191,492,480.167,492,480.167
192,492,480.4,492,480.4
193,492,479.9,492,479.9
194,492,481.833,492,481.833
195,492,482.8,492,482.8
196,492,481.033,492,481.033
197,492,483.333,492,483.333
198,492,484.1,492,484.1
199,492,483.267,492,483.267
200,492,487.5,492,487.5
201,492,487.567,492,487.567
202,492,486.1,492,486.1
203,492,486.933,492,486.933
204,492,486.433,492,486.433
205,492,486.1,492,486.1
206,492,487.333,492,487.333
207,492,488.633,492,488.633
208,492,488.067,492,488.067
209,492,487.833,492,487.833
210,492,486.3,492,486.3
211,492,486.467,492,486.467
212,492,488.033,492,488.033
213,492,489.033,492,489.033
214,492,488,492,488
215,492,489.2,492,489.2
216,492,488.867,492,488.867
217,492,489.5,492,489.5
218,492,488.8,492,488.8
219,492,488.8,492,488.8
220,492,489.7,492,489.7
221,492,489.067,492,489.067
222,492,488.567,492,488.567
223,492,489.267,492,489.267
224,492,488.133,492,488.133
225,492,488.5,492,488.5
226,492,486.767,492,486.767
227,492,487.467,492,487.467
228,492,486.833,492,486.833
229,492,489.333,492,489.333
230,492,489.933,492,489.933
231,492,489.167,492,489.167
232,492,488.9,492,488.9
233,492,489.733,492,489.733
234,492,488.1,492,488.1
235,492,488.667,492,488.667
236,492,488.7,492,488.7
237,492,490.467,492,490.467
238,492,489.767,492,489.767
239,492,491.133,492,491.133
240,492,490.967,492,490.967
241,492,490.9,492,490.9
242,492,491.367,492,491.367
243,492,491.067,492,491.067
244,492,490.4,492,490.4
245,492,490.4,492,490.4
246,492,491.167,492,491.167
247,492,490.933,492,490.933
248,492,491,492,491
249,492,491.7,492,491.7
250,492,490.9,492,490.9
251,492,490.033,492,490.033
252,492,491.133,492,491.133
253,492,491.7,492,491.7
254,492,491.4,492,491.4
255,492,491.333,492,491.333
256,492,491.1,492,491.1
257,492,491.2,492,491.2
258,492,491.533,492,491.533
259,492,491.5,492,491.5
260,492,491.467,492,491.467
261,492,490.967,492,490.967
262,493,491.667,493,491.667
263,493,490.133,493,490.133
264,493,489.7,493,489.7
265,493,489.867,493,489.867
266,493,489.967,493,489.967
267,493,488.4,493,488.4
268,493,488.967,493,488.967
269,493,488.433,493,488.433
270,493,488.933,493,488.933
271,493,487.7,493,487.7
272,493,487.6,493,487.6
273,493,487.3,493,487.3
274,493,485.5,493,485.5
275,493,485.067,493,485.067
276,493,485.7,493,485.7
277,493,486.3,493,486.3
278,493,487.433,493,487.433
279,493,487.133,493,487.133
280,493,485.967,493,485.967
281,493,486.533,493,486.533
282,493,482.533,493,482.533
283,493,483.7,493,483.7
284,493,484.567,493,484.567
285,493,484.6,493,484.6
286,493,484.267,493,484.267
287,493,484.667,493,484.667
288,493,483.333,493,483.333
289,493,483.9,493,483.9
290,493,484.833,493,484.833
291,493,484.667,493,484.667
292,493,485.733,493,485.733
293,493,486,493,486
294,493,485.233,493,485.233
295,493,483.5,493,483.5
296,493,483.233,493,483.233
297,493,483.4,493,483.4
298,493,483.233,493,483.233
299,493,483.433,493,483.433
300,493,484.533,493,484.533
301,493,484.9,493,484.9
302,493,486.267,493,486.267
303,493,484.733,493,484.733
304,493,485.3,493,485.3
305,493,484.733,493,484.733
306,493,484.633,493,484.633
307,493,485.633,493,485.633
308,493,485.233,493,485.233
309,493,485.533,493,485.533
310,493,485.167,493,485.167
311,493,484.767,493,484.767
312,493,486.433,493,486.433
313,493,485.167,493,485.167
314,493,483.633,493,483.633
315,493,484,493,484
316,493,483.8,493,483.8
