generation,best,average,best_value,average_value
0,1986,1971.2,1986,1971.2
1,1990,1975.93,1990,1975.93
2,1990,1975.13,1990,1975.13
3,1990,1978.27,1990,1978.27
4,1991,1977.43,1991,1977.43
5,1991,1978.87,1991,1978.87
6,1991,1978.67,1991,1978.67
7,1991,1979.27,1991,1979.27
8,1991,1977.7,1991,1977.7
9,1991,1978.27,1991,1978.27
10,1993,1979.7,1993,1979.7
11,1994,1979.37,1994,1979.37
12,1994,1981.23,1994,1981.23
13,1995,1983.63,1995,1983.63
14,1995,1983.67,1995,1983.67
15,1997,1983.77,1997,1983.77
16,1997,1983.9,1997,1983.9
17,1999,1983.2,1999,1983.2
18,1999,1984.57,1999,1984.57
19,1999,1983.83,1999,1983.83
20,1999,1981.87,1999,1981.87
21,1999,1981.5,1999,1981.5
22,1999,1980.5,1999,1980.5
23,1999,1979.17,1999,1979.17
24,1999,1980.13,1999,1980.13
25,1999,1981.9,1999,1981.9
26,1999,1981.23,1999,1981.23
27,1999,1980.4,1999,1980.4
28,1999,1983.77,1999,1983.77
29,1999,1983.17,1999,1983.17
30,1999,1981.43,1999,1981.43
31,1999,1982.97,1999,1982.97
32,1999,1984.9,1999,1984.9
33,1999,1982.9,1999,1982.9
34,1999,1981.53,1999,1981.53
35,1999,1982,1999,1982
36,1999,1984.27,1999,1984.27
37,2001,1985.2,2001,1985.2
38,2001,1987,2001,1987
39,2002,1987.3,2002,1987.3
40,2002,1989.37,2002,1989.37
41,2002,1987.47,2002,1987.47
42,2002,1990.8,2002,1990.8
43,2002,1989.67,2002,1989.67
44,2002,1987.9,2002,1987.9
45,2002,1987.03,2002,1987.03
46,2002,1987.2,2002,1987.2
47,2002,1984.5,2002,1984.5
48,2002,1985.33,2002,1985.33
49,2002,1983.73,2002,1983.73
50,2002,1981.77,2002,1981.77
51,2002,1983.53,2002,1983.53
52,2002,1983.57,2002,1983.57
53,2002,1980.57,2002,1980.57
54,2002,1980.93,2002,1980.93
55,2002,1985.57,2002,1985.57
56,2002,1986.23,2002,1986.23
57,2002,1988,2002,1988
58,2002,1987.93,2002,1987.93
59,2002,1987.47,2002,1987.47
60,2002,1985.13,2002,1985.13
61,2002,1985.63,2002,1985.63
62,2002,1986.7,2002,1986.7
63,2002,1988.17,2002,1988.17
64,2002,1985.87,2002,1985.87
65,2002,1984.87,2002,1984.87
66,2002,1983.3,2002,1983.3
67,2002,1983.63,2002,1983.63
68,2002,1982.43,2002,1982.43
69,2002,1983.63,2002,1983.63
70,2002,1983.53,2002,1983.53
71,2002,1983.63,2002,1983.63
72,2002,1982.73,2002,1982.73
73,2002,1981.3,2002,1981.3
74,2002,1979.3,2002,1979.3
75,2002,1978.2,2002,1978.2
76,2002,1980.4,2002,1980.4
77,2002,1979.1,2002,1979.1
78,2002,1984,2002,1984
79,2002,1984.17,2002,1984.17
80,2002,1985.13,2002,1985.13
81,2002,1983.07,2002,1983.07
82,2002,1984.67,2002,1984.67
83,2002,1983.87,2002,1983.87
84,2002,1982.27,2002,1982.27
85,2002,1985.63,2002,1985.63
86,2002,1985.03,2002,1985.03
87,2002,1985.23,2002,1985.23
88,2002,1984.6,2002,1984.6
89,2002,1983.47,2002,1983.47
90,2002,1986.37,2002,1986.37
91,2002,1985.17,2002,1985.17
92,2002,1985.4,2002,1985.4
93,2002,1983.63,2002,1983.63
94,2002,1982.83,2002,1982.83
95,2002,1982.33,2002,1982.33
96,2002,1980.53,2002,1980.53
97,2002,1979.5,2002,1979.5
98,2002,1980.03,2002,1980.03
99,2002,1981.97,2002,1981.97
100,2002,1985.2,2002,1985.2
101,2002,1983.43,2002,1983.43
102,2002,1986.5,2002,1986.5
103,2002,1984.1,2002,1984.1
104,2002,1984.23,2002,1984.23
105,2002,1985.87,2002,1985.87
106,2002,1987.3,2002,1987.3
107,2002,1989.03,2002,1989.03
108,2002,1991.4,2002,1991.4
109,2002,1990.73,2002,1990.73
110,2002,1990.77,2002,1990.77
111,2002,1990.6,2002,1990.6
112,2002,1986.33,2002,1986.33
113,2002,1989,2002,1989
114,2002,1985.33,2002,1985.33
115,2002,1984.93,2002,1984.93
116,2002,1984.43,2002,1984.43
117,2002,1981.8,2002,1981.8
118,2002,1981.47,2002,1981.47
119,2002,1982.27,2002,1982.27
120,2002,1981.33,2002,1981.33
121,2002,1981.87,2002,1981.87
122,2002,1983.87,2002,1983.87
123,2002,1984.33,2002,1984.33
124,2002,1983.43,2002,1983.43
125,2002,1983.5,2002,1983.5
126,2002,1983.7,2002,1983.7
127,2002,1984.5,2002,1984.5
128,2002,1986.3,2002,1986.3
129,2002,1984.23,2002,1984.23
130,2002,1983.83,2002,1983.83
131,2002,1983.47,2002,1983.47
132,2002,1985.4,2002,1985.4
133,2002,1983.57,2002,1983.57
134,2002,1982.8,2002,1982.8
135,2002,1983.67,2002,1983.67
136,2002,1982.17,2002,1982.17
137,2002,1981.87,2002,1981.87
138,2002,1985.8,2002,1985.8
139,2002,1983.57,2002,1983.57
140,2002,1984.8,2002,1984.8
141,2002,1986.23,2002,1986.23
142,2002,1985.5,2002,1985.5
143,2002,1984.27,2002,1984.27
144,2004,1984.2,2004,1984.2
145,2004,1985.33,2004,1985.33
146,2004,1985.4,2004,1985.4
147,2004,1986.2,2004,1986.2
148,2004,1986.8,2004,1986.8
149,2004,1989.33,2004,1989.33
150,2004,1988.23,2004,1988.23
151,2004,1986.83,2004,1986.83
152,2004,1985.73,2004,1985.73
153,2004,1985.87,2004,1985.87
154,2004,1986.47,2004,1986.47
155,2004,1986.93,2004,1986.93
156,2006,1988.27,2006,1988.27
157,2006,1989.07,2006,1989.07
158,2006,1987.13,2006,1987.13
159,2006,1986.67,2006,1986.67
160,2006,1987.33,2006,1987.33
161,2006,1989.3,2006,1989.3
162,2006,1991.9,2006,1991.9
163,2006,1993.83,2006,1993.83
164,2006,1994.27,2006,1994.27
165,2006,1993.13,2006,1993.13
166,2006,1991.73,2006,1991.73
167,2006,1990.53,2006,1990.53
168,2006,1988.33,2006,1988.33
169,2006,1988.7,2006,1988.7
170,2006,1991.33,2006,1991.33
171,2006,1992.33,2006,1992.33
172,2006,1992.93,2006,1992.93
173,2006,1991.8,2006,1991.8
174,2006,1993.07,2006,1993.07
175,2006,1991.8,2006,1991.8
176,2006,1989.6,2006,1989.6
177,2006,1984.83,2006,1984.83
178,2006,1984.2,2006,1984.2
179,2006,1984.9,2006,1984.9
180,2006,1991.97,2006,1991.97
181,2006,1995.03,2006,1995.03
182,2006,1993.6,2006,1993.6
183,2006,1993.93,2006,1993.93
184,2006,1995.8,2006,1995.8
185,2006,1996.33,2006,1996.33
186,2006,1993.37,2006,1993.37
187,2006,1992.43,2006,1992.43
188,2006,1988.43,2006,1988.43
189,2006,1988.1,2006,1988.1
190,2006,1985.73,2006,1985.73
191,2006,1985.67,2006,1985.67
192,2006,1984.73,2006,1984.73
193,2006,1983.4,2006,1983.4
194,2006,1985.27,2006,1985.27
195,2006,1982.5,2006,1982.5
196,2006,1982.7,2006,1982.7
197,2006,1982.53,2006,1982.53
198,2006,1983.13,2006,1983.13
199,2006,1983.4,2006,1983.4
200,2006,1983.27,2006,1983.27
201,2006,1980.13,2006,1980.13
202,2006,1980.37,2006,1980.37
203,2006,1982.9,2006,1982.9
204,2006,1985.8,2006,1985.8
205,2006,1986.53,2006,1986.53
206,2006,1986.1,2006,1986.1
207,2006,1986.4,2006,1986.4
208,2006,1986.93,2006,1986.93
209,2006,1985.83,2006,1985.83
210,2006,1984.07,2006,1984.07
211,2006,1985.83,2006,1985.83
212,2006,1985.7,2006,1985.7
213,2006,1985.93,2006,1985.93
214,2006,1984.33,2006,1984.33
215,2006,1984.17,2006,1984.17
216,2006,1983.97,2006,1983.97
217,2006,1987.83,2006,1987.83
218,2006,1985.37,2006,1985.37
219,2006,1985.63,2006,1985.63
220,2006,1983.43,2006,1983.43
221,2006,1981.63,2006,1981.63
222,2006,1980.13,2006,1980.13
223,2006,1982.3,2006,1982.3
224,2006,1982.3,2006,1982.3
225,2006,1983.93,2006,1983.93
226,2006,1983.53,2006,1983.53
227,2006,1985.73,2006,1985.73
228,2006,1985.23,2006,1985.23
229,2006,1986.3,2006,1986.3
230,2006,1986.67,2006,1986.67
231,2006,1986.43,2006,1986.43
232,2006,1984.27,2006,1984.27
233,2006,1983.53,2006,1983.53
234,2006,1984.47,2006,1984.47
235,2006,1986.8,2006,1986.8
236,2006,1984.63,2006,1984.63
237,2006,1982.3,2006,1982.3
238,2006,1984.83,2006,1984.83
239,2006,1983.43,2006,1983.43
240,2006,1986.5,2006,1986.5
241,2006,1983.9,2006,1983.9
242,2006,1982.23,2006,1982.23
243,2006,1984.03,2006,1984.03
244,2006,1981.97,2006,1981.97
245,2006,1979.97,2006,1979.97
246,2006,1982.23,2006,1982.23
247,2006,1987.17,2006,1987.17
248,2006,1983.23,2006,1983.23
249,2006,1983.33,2006,1983.33
250,2006,1984.43,2006,1984.43
251,2006,1982,2006,1982
252,2006,1983.37,2006,1983.37
253,2006,1983.17,2006,1983.17
254,2006,1984.3,2006,1984.3
255,2006,1981.2,2006,1981.2
256,2006,1983.17,2006,1983.17
257,2006,1979.77,2006,1979.77
258,2006,1982.07,2006,1982.07
259,2006,1982.53,2006,1982.53
260,2006,1984.27,2006,1984.27
261,2006,1981.87,2006,1981.87
262,2006,1983.07,2006,1983.07
263,2006,1985.5,2006,1985.5
264,2006,1983.73,2006,1983.73
265,2006,1984.37,2006,1984.37
266,2006,1984.67,2006,1984.67
267,2006,1983,2006,1983
268,2006,1984.73,2006,1984.73
269,2006,1984.9,2006,1984.9
270,2006,1983.77,2006,1983.77
271,2006,1982.03,2006,1982.03
272,2006,1981.3,2006,1981.3
273,2006,1979.93,2006,1979.93
274,2006,1983.23,2006,1983.23
275,2006,1983.17,2006,1983.17
276,2006,1982.6,2006,1982.6
277,2007,1985.37,2007,1985.37
278,2007,1986.93,2007,1986.93
279,2007,1985.93,2007,1985.93
280,2007,1985.33,2007,1985.33
281,2007,1986.13,2007,1986.13
282,2007,1987.63,2007,1987.63
283,2007,1986.37,2007,1986.37
284,2007,1984.37,2007,1984.37
285,2007,1984.97,2007,1984.97
286,2007,1983.73,2007,1983.73
287,2007,1985.33,2007,1985.33
288,2007,1987.87,2007,1987.87
289,2007,1988.67,2007,1988.67
290,2007,1990.67,2007,1990.67
291,2007,1989.47,2007,1989.47
292,2007,1992.6,2007,1992.6
293,2007,1994.53,2007,1994.53
294,2007,1994.97,2007,1994.97
295,2007,1993.77,2007,1993.77
296,2007,1993.5,2007,1993.5
297,2007,1992.4,2007,1992.4
298,2007,1988.33,2007,1988.33
299,2007,1988.1,2007,1988.1
300,2007,1985.8,2007,1985.8
301,2007,1984.5,2007,1984.5
302,2007,1985.07,2007,1985.07
303,2007,1982.77,2007,1982.77
304,2007,1982.5,2007,1982.5
305,2007,1985.37,2007,1985.37
306,2007,1989,2007,1989
307,2007,1991.1,2007,1991.1
308,2007,1991.07,2007,1991.07
309,2007,1989.8,2007,1989.8
310,2007,1990.43,2007,1990.43
311,2007,1992.73,2007,1992.73
312,2007,1993.37,2007,1993.37
313,2007,1992.37,2007,1992.37
314,2007,1991.33,2007,1991.33
315,2007,1990.23,2007,1990.23
316,2007,1993,2007,1993
317,2007,1990.7,2007,1990.7
318,2007,1987.87,2007,1987.87
319,2007,1989.07,2007,1989.07
320,2007,1987.63,2007,1987.63
321,2007,1987.2,2007,1987.2
322,2007,1990.57,2007,1990.57
323,2007,1986.4,2007,1986.4
324,2007,1986,2007,1986
325,2007,1983.43,2007,1983.43
326,2007,1987,2007,1987
327,2007,1983.2,2007,1983.2
328,2007,1984.37,2007,1984.37
329,2007,1985.97,2007,1985.97
330,2007,1985.43,2007,1985.43
331,2007,1981.17,2007,1981.17
332,2007,1980.97,2007,1980.97
333,2007,1985.23,2007,1985.23
334,2007,1985.43,2007,1985.43
335,2007,1989.27,2007,1989.27
336,2007,1991,2007,1991
337,2007,1995.3,2007,1995.3
338,2007,1995.8,2007,1995.8
339,2007,1994.13,2007,1994.13
340,2007,1996.43,2007,1996.43
341,2007,1995.03,2007,1995.03
342,2007,1991.87,2007,1991.87
343,2007,1990.67,2007,1990.67
344,2007,1989.53,2007,1989.53
345,2007,1988.57,2007,1988.57
346,2007,1987.3,2007,1987.3
347,2007,1988.37,2007,1988.37
348,2007,1988.8,2007,1988.8
349,2007,1988.1,2007,1988.1
350,2007,1988.77,2007,1988.77
351,2007,1987.13,2007,1987.13
352,2007,1986.03,2007,1986.03
353,2007,1984.87,2007,1984.87
354,2007,1985.27,2007,1985.27
355,2007,1986.63,2007,1986.63
356,2007,1984.8,2007,1984.8
357,2007,1985.4,2007,1985.4
358,2007,1984.13,2007,1984.13
359,2007,1985.9,2007,1985.9
360,2007,1988.67,2007,1988.67
361,2007,1991,2007,1991
362,2007,1994.8,2007,1994.8
363,2007,1998.53,2007,1998.53
364,2007,1999.37,2007,1999.37
365,2007,2000.63,2007,2000.63
366,2007,2001.57,2007,2001.57
367,2007,1998.07,2007,1998.07
368,2007,1995.67,2007,1995.67
369,2007,1992.73,2007,1992.73
370,2007,1993.97,2007,1993.97
371,2007,1993.43,2007,1993.43
372,2007,1993.77,2007,1993.77
373,2007,1993.97,2007,1993.97
374,2007,1993.83,2007,1993.83
375,2007,1993.4,2007,1993.4
376,2007,1994.37,2007,1994.37
377,2007,1990.13,2007,1990.13
378,2007,1989.13,2007,1989.13
379,2007,1990.67,2007,1990.67
380,2007,1990,2007,1990
381,2007,1989.13,2007,1989.13
382,2007,1991.37,2007,1991.37
383,2007,1989.23,2007,1989.23
384,2007,1990.33,2007,1990.33
385,2007,1990.43,2007,1990.43
386,2007,1986.67,2007,1986.67
387,2007,1986.4,2007,1986.4
388,2007,1988.37,2007,1988.37
389,2007,1988.7,2007,1988.7
390,2007,1986.1,2007,1986.1
391,2007,1985.67,2007,1985.67
392,2007,1984.97,2007,1984.97
393,2007,1984.6,2007,1984.6
394,2007,1984.5,2007,1984.5
395,2007,1984.63,2007,1984.63
396,2007,1985.27,2007,1985.27
397,2007,1986.07,2007,1986.07
398,2007,1983.7,2007,1983.7
399,2007,1983.13,2007,1983.13
400,2007,1981.77,2007,1981.77
401,2007,1982.17,2007,1982.17
402,2007,1983.63,2007,1983.63
403,2007,1986.07,2007,1986.07
404,2007,1984.77,2007,1984.77
405,2007,1984.23,2007,1984.23
406,2007,1985.4,2007,1985.4
407,2007,1980.73,2007,1980.73
408,2007,1984.4,2007,1984.4
409,2007,1983.8,2007,1983.8
410,2007,1982.77,2007,1982.77
411,2007,1981.67,2007,1981.67
412,2007,1980.87,2007,1980.87
413,2007,1979.63,2007,1979.63
414,2007,1981.6,2007,1981.6
415,2007,1988.47,2007,1988.47
416,2007,1989.4,2007,1989.4
417,2007,1989.97,2007,1989.97
418,2007,1991.47,2007,1991.47
419,2007,1992.03,2007,1992.03
420,2007,1990.7,2007,1990.7
421,2007,1988.63,2007,1988.63
422,2007,1988.33,2007,1988.33
423,2007,1985.27,2007,1985.27
424,2007,1985.13,2007,1985.13
425,2007,1983.33,2007,1983.33
426,2007,1984.27,2007,1984.27
427,2007,1985.1,2007,1985.1
428,2007,1983.1,2007,1983.1
429,2007,1983.4,2007,1983.4
430,2007,1984.17,2007,1984.17
431,2007,1982.4,2007,1982.4
432,2007,1981.97,2007,1981.97
433,2007,1983.97,2007,1983.97
434,2007,1986.87,2007,1986.87
435,2007,1988.17,2007,1988.17
436,2007,1987.8,2007,1987.8
437,2007,1989.63,2007,1989.63
438,2007,1990.63,2007,1990.63
439,2007,1990.3,2007,1990.3
440,2007,1987.9,2007,1987.9
441,2007,1988.77,2007,1988.77
442,2007,1986.27,2007,1986.27
443,2007,1988.23,2007,1988.23
444,2007,1988.03,2007,1988.03
445,2007,1989.43,2007,1989.43
446,2007,1985.47,2007,1985.47
447,2007,1987.63,2007,1987.63
448,2007,1985.1,2007,1985.1
449,2007,1985.17,2007,1985.17
450,2007,1984.43,2007,1984.43
451,2007,1982.5,2007,1982.5
452,2007,1982.77,2007,1982.77
453,2007,1985.07,2007,1985.07
454,2007,1988.5,2007,1988.5
455,2007,1987.33,2007,1987.33
456,2007,1988.63,2007,1988.63
457,2007,1985.07,2007,1985.07
458,2007,1986.33,2007,1986.33
459,2007,1985.5,2007,1985.5
460,2007,1986.67,2007,1986.67
461,2007,1986.73,2007,1986.73
462,2007,1984.93,2007,1984.93
463,2007,1987.07,2007,1987.07
464,2007,1984.13,2007,1984.13
465,2007,1983.67,2007,1983.67
466,2007,1982.73,2007,1982.73
467,2007,1983.3,2007,1983.3
468,2007,1987.9,2007,1987.9
469,2007,1984.77,2007,1984.77
470,2007,1985.83,2007,1985.83
471,2007,1982.9,2007,1982.9
472,2007,1983,2007,1983
473,2007,1985.2,2007,1985.2
474,2007,1982.6,2007,1982.6
475,2007,1982.97,2007,1982.97
476,2007,1982.5,2007,1982.5
477,2007,1983.1,2007,1983.1
478,2007,1983.1,2007,1983.1
479,2007,1985.2,2007,1985.2
480,2007,1983.8,2007,1983.8
481,2007,1983.47,2007,1983.47
482,2007,1981.7,2007,1981.7
483,2007,1981,2007,1981
484,2007,1980.7,2007,1980.7
485,2007,1979.37,2007,1979.37
486,2007,1983.13,2007,1983.13
487,2007,1983.23,2007,1983.23
488,2007,1984.03,2007,1984.03
489,2007,1981.07,2007,1981.07
490,2007,1984.13,2007,1984.13
491,2007,1984.73,2007,1984.73
492,2007,1985.6,2007,1985.6
493,2007,1982.93,2007,1982.93
494,2007,1982.03,2007,1982.03
495,2007,1981.13,2007,1981.13
496,2007,1982.17,2007,1982.17
497,2007,1981.93,2007,1981.93
498,2007,1981.67,2007,1981.67
499,2007,1980.83,2007,1980.83
500,2007,1979.13,2007,1979.13
501,2007,1980.37,2007,1980.37
502,2007,1981.33,2007,1981.33
503,2007,1981.87,2007,1981.87
504,2007,1982.57,2007,1982.57
505,2007,1979.47,2007,1979.47
506,2007,1984.3,2007,1984.3
507,2007,1981.53,2007,1981.53
508,2007,1980.7,2007,1980.7
509,2007,1979.2,2007,1979.2
510,2007,1977.47,2007,1977.47
511,2007,1978.43,2007,1978.43
512,2007,1983.6,2007,1983.6
513,2007,1983.83,2007,1983.83
514,2007,1988.33,2007,1988.33
515,2007,1986.4,2007,1986.4
516,2007,1987.63,2007,1987.63
517,2007,1984.43,2007,1984.43
518,2007,1986.37,2007,1986.37
519,2007,1986.23,2007,1986.23
520,2007,1987.57,2007,1987.57
521,2007,1984.83,2007,1984.83
522,2007,1983.67,2007,1983.67
523,2007,1985.8,2007,1985.8
524,2007,1988.97,2007,1988.97
525,2007,1991.13,2007,1991.13
526,2007,1987.53,2007,1987.53
527,2007,1987.6,2007,1987.6
528,2007,1989.43,2007,1989.43
529,2007,1992.73,2007,1992.73
530,2007,1994.1,2007,1994.1
531,2007,1989.47,2007,1989.47
532,2007,1989.9,2007,1989.9
533,2007,1989.87,2007,1989.87
534,2007,1991.2,2007,1991.2
535,2007,1989.37,2007,1989.37
536,2007,1990.37,2007,1990.37
537,2007,1988.53,2007,1988.53
538,2007,1988.73,2007,1988.73
539,2007,1990.77,2007,1990.77
540,2007,1992.57,2007,1992.57
541,2007,1993.67,2007,1993.67
542,2007,1991.53,2007,1991.53
543,2007,1988.87,2007,1988.87
544,2007,1989.97,2007,1989.97
545,2007,1987.13,2007,1987.13
546,2007,1988.63,2007,1988.63
547,2007,1985.6,2007,1985.6
548,2007,1987.6,2007,1987.6
549,2007,1988,2007,1988
550,2007,1987.77,2007,1987.77
551,2007,1987.33,2007,1987.33
552,2007,1986.87,2007,1986.87
553,2007,1983.87,2007,1983.87
554,2007,1988.37,2007,1988.37
555,2007,1988.43,2007,1988.43
556,2007,1987.63,2007,1987.63
